season,team,team_id,player_id,player_name,first_name,last_name,position,jersey_number,status,game_type
2024,DAL,1200,00-0038622,Deuce Vaughn,Christopher,Vaughn,RB,42.0,ACT,REG
2024,DEN,1400,00-0039424,Devaughn Vele,Devaughn,Vele,WR,17.0,ACT,WC
2024,CAR,750,00-0037487,Deven Thompkins,Deven,Thompkins,WR,13.0,INA,REG
2024,CAR,750,00-0039928,Devin Carter,Devin,Carter,WR,36.0,CUT,REG
2024,TB,4900,00-0039754,Devin Culp,Devin,Culp,TE,82.0,INA,WC
2024,JAX,2250,00-0036331,Devin Duvernay,Devin,Duvernay,WR,12.0,ACT,REG
2024,BAL,325,00-0039801,Devin Leary,Devin,Leary,QB,13.0,DEV,DIV
2024,NYG,3410,00-0035250,Devin Singletary,Devin,Singletary,RB,26.0,ACT,REG
2024,SEA,4600,00-0039952,Devon Garrison,Devon,Garrison,TE,46.0,CUT,REG
2024,BAL,325,00-0039792,Devontez Walker,Devontez,Walker,WR,81.0,ACT,DIV
2024,MIN,3000,00-0039708,Devron Harper,Devron,Harper,WR,,CUT,REG
2024,LAC,4400,00-0036627,Dez Fitzpatrick,Dez,Fitzpatrick,WR,82.0,DEV,WC
2024,CAR,750,00-0039647,Dillon Johnson,Dillon,Johnson,RB,35.0,CUT,REG
